#{"t_start": 1766172363.9124959, "env_id": "None"}
r,l,t
-1.0,71,673.46474
1.0,69,673.613966
1.0,21,674.194355
1.0,20,674.239527
1.0,20,674.288615
1.0,22,674.339662
1.0,20,674.400636
1.0,30,674.4901
1.0,20,674.551311
1.0,52,674.682016
1.0,20,674.730065
1.0,20,674.779364
1.0,20,674.828742
1.0,24,675.432982
1.0,24,675.495548
1.0,24,675.556374
1.0,22,675.612709
1.0,21,675.666999
1.0,22,675.714622
1.0,23,675.770773
1.0,25,675.823462
1.0,20,675.869024
1.0,23,675.919857
1.0,20,675.96503
1.0,23,676.573003
1.0,22,676.625707
1.0,21,676.678063
1.0,20,676.722692
1.0,25,676.777997
1.0,22,676.827724
1.0,20,676.885196
1.0,23,676.948336
1.0,20,677.001971
1.0,28,677.069383
1.0,27,677.129039
1.0,23,677.705385
1.0,21,677.756826
1.0,23,677.805311
1.0,23,677.857511
1.0,23,677.905229
1.0,22,677.957407
1.0,22,678.005245
1.0,24,678.060376
1.0,23,678.114505
1.0,21,678.170825
1.0,21,678.218035
1.0,22,678.270671
1.0,20,678.879179
1.0,20,678.928284
1.0,21,678.985696
1.0,20,679.039415
1.0,22,679.099024
1.0,20,679.153063
1.0,26,679.218571
1.0,23,679.27262
1.0,22,679.323219
1.0,23,679.378874
1.0,22,679.430539
1.0,22,680.088765
1.0,22,680.143469
1.0,21,680.192968
1.0,22,680.248838
1.0,20,680.296598
1.0,22,680.350933
1.0,20,680.399335
1.0,20,680.442095
1.0,20,680.487593
1.0,20,680.537231
1.0,20,680.588654
1.0,20,680.635561
1.0,20,680.686051
1.0,27,681.279238
1.0,40,681.376263
1.0,23,681.429248
1.0,27,681.4858
1.0,28,681.551273
1.0,22,681.601619
1.0,29,681.671102
1.0,23,681.727349
1.0,33,681.796718
1.0,23,682.511314
1.0,21,682.564679
1.0,21,682.622605
1.0,22,682.672222
1.0,20,682.721147
1.0,20,682.768738
1.0,21,682.8181
1.0,24,682.877243
1.0,22,682.929724
1.0,21,682.978537
1.0,20,683.029378
1.0,20,683.07548
1.0,20,683.664933
1.0,20,683.719154
1.0,20,683.764159
-1.0,32,683.841194
1.0,27,683.89844
1.0,21,683.948942
1.0,21,683.996167
1.0,29,684.06168
1.0,27,684.127727
1.0,28,684.185922
-1.0,28,684.778049
1.0,21,684.83595
1.0,26,684.912118
1.0,22,684.973374
1.0,25,685.049414
1.0,26,685.118992
1.0,20,685.178477
1.0,27,685.249148
1.0,20,685.301979
1.0,30,685.37492
1.0,21,685.548289
1.0,20,686.097874
1.0,21,686.156348
1.0,20,686.210057
1.0,28,686.290895
1.0,27,686.362443
1.0,20,686.426412
1.0,20,686.4885
1.0,21,686.54492
1.0,20,686.602133
1.0,20,686.655193
1.0,22,686.722478
1.0,21,686.778608
1.0,21,687.410677
1.0,21,687.465651
1.0,22,687.521892
1.0,23,687.586164
1.0,23,687.648789
1.0,20,687.705748
1.0,20,687.758331
1.0,20,687.807453
1.0,21,687.86339
1.0,20,687.911864
1.0,21,687.964909
1.0,22,688.020621
1.0,21,688.779949
1.0,20,688.827092
1.0,21,688.883733
1.0,20,688.930232
1.0,20,688.982404
1.0,21,689.035354
1.0,22,689.092925
1.0,23,689.150264
1.0,20,689.20522
1.0,20,689.252509
1.0,21,689.309441
1.0,21,689.361463
1.0,21,689.94937
1.0,20,690.000867
1.0,20,690.055004
1.0,20,690.115705
1.0,20,690.17529
1.0,20,690.23906
1.0,20,690.298274
1.0,21,690.358975
1.0,20,690.416794
1.0,20,690.469743
1.0,20,690.522264
1.0,20,690.572777
1.0,20,690.625309
1.0,20,691.208188
1.0,21,691.257696
1.0,20,691.304558
1.0,21,691.354236
1.0,20,691.401532
1.0,20,691.452908
1.0,20,691.504485
1.0,20,691.55494
1.0,21,691.616017
1.0,23,691.673353
-1.0,48,691.795743
1.0,20,692.411642
1.0,21,692.466753
1.0,20,692.520306
1.0,20,692.574086
1.0,20,692.630326
1.0,23,692.68748
1.0,20,692.73935
1.0,21,692.792008
1.0,21,692.851508
1.0,20,692.905219
1.0,21,692.953871
1.0,21,693.011055
1.0,21,693.701283
1.0,20,693.755692
1.0,20,693.807102
1.0,20,693.864535
1.0,20,693.916282
1.0,20,693.969554
1.0,20,694.01741
1.0,20,694.06193
1.0,20,694.117654
1.0,21,694.170177
1.0,20,694.220349
1.0,20,694.267349
1.0,20,694.315883
1.0,28,695.085319
1.0,21,695.143683
1.0,21,695.20158
1.0,20,695.251671
1.0,20,695.305809
1.0,20,695.370059
1.0,20,695.432277
1.0,20,695.51459
1.0,20,695.581321
1.0,20,695.632915
1.0,20,695.686107
1.0,20,695.736913
1.0,20,695.796406
1.0,20,696.407677
1.0,20,696.453447
1.0,21,696.506636
1.0,20,696.55528
1.0,22,696.607097
1.0,20,696.65142
1.0,21,696.7064
1.0,20,696.756176
1.0,21,696.814698
1.0,20,696.86969
1.0,21,696.923251
1.0,20,696.968681
1.0,21,697.582073
1.0,20,697.633051
1.0,20,697.686376
1.0,21,697.736857
1.0,21,697.790368
1.0,21,697.839138
1.0,20,697.88691
1.0,20,697.937909
1.0,20,697.983393
1.0,21,698.036042
1.0,21,698.08311
1.0,20,698.135684
1.0,21,698.771982
1.0,28,698.844546
1.0,21,698.897555
1.0,21,698.946588
1.0,20,699.005861
1.0,21,699.059966
1.0,20,699.107926
1.0,22,699.163019
1.0,20,699.208439
1.0,20,699.260541
-1.0,22,699.313889
1.0,21,699.375693
1.0,20,699.969591
1.0,22,700.024663
1.0,20,700.079719
1.0,20,700.138509
1.0,20,700.188454
1.0,20,700.232451
1.0,24,700.292164
1.0,25,700.359383
1.0,28,700.430835
1.0,20,700.477654
1.0,24,700.539457
1.0,20,700.594622
1.0,20,701.243447
1.0,20,701.294636
1.0,20,701.502265
1.0,22,701.553725
1.0,20,701.604997
1.0,20,701.65392
1.0,20,701.695972
1.0,21,701.750879
1.0,20,701.7978
1.0,20,701.84766
1.0,20,701.895421
1.0,21,701.949013
1.0,20,701.99772
1.0,20,702.562255
1.0,20,702.619053
1.0,20,702.662767
1.0,20,702.708938
1.0,23,702.768214
1.0,20,702.811543
1.0,21,702.861236
1.0,20,702.916077
1.0,20,702.974215
1.0,20,703.024753
1.0,20,703.076911
1.0,21,703.135033
1.0,20,703.737664
1.0,21,703.789869
1.0,21,703.845639
1.0,21,703.895226
1.0,20,703.938459
1.0,21,703.989389
1.0,21,704.040914
1.0,20,704.0914
1.0,20,704.136704
1.0,21,704.188974
1.0,20,704.242448
1.0,23,704.296673
1.0,20,704.351577
1.0,21,704.937438
1.0,21,704.98955
1.0,20,705.034531
1.0,20,705.086617
1.0,39,705.183356
1.0,21,705.234376
1.0,20,705.289746
1.0,20,705.342109
1.0,21,705.389164
1.0,20,705.44149
1.0,20,705.484543
1.0,21,706.136065
1.0,21,706.185892
1.0,20,706.229542
1.0,21,706.281729
1.0,20,706.326689
1.0,22,706.376521
1.0,22,706.4278
1.0,22,706.477712
1.0,24,706.541191
1.0,20,706.591764
1.0,20,706.648018
1.0,20,706.696388
1.0,20,707.284849
1.0,20,707.332647
1.0,20,707.381701
1.0,20,707.436827
1.0,23,707.500213
1.0,21,707.559621
1.0,20,707.611925
1.0,21,707.66357
1.0,22,707.716012
1.0,20,707.76185
1.0,20,707.810023
1.0,21,707.857149
1.0,20,707.902675
1.0,21,708.517401
1.0,20,708.564147
1.0,20,708.612794
1.0,20,708.667944
1.0,20,708.715161
1.0,21,708.765044
1.0,20,708.816154
1.0,20,708.867966
1.0,20,708.914634
1.0,20,708.958713
1.0,31,709.031331
1.0,20,709.082029
1.0,20,709.686719
1.0,20,709.733506
1.0,20,709.787083
1.0,20,709.835726
1.0,20,709.883137
1.0,20,709.924459
1.0,20,709.973347
1.0,20,710.02866
1.0,21,710.083317
1.0,20,710.128944
1.0,20,710.177183
1.0,20,710.228156
1.0,20,710.274619
1.0,20,710.966708
1.0,20,711.019802
1.0,20,711.080921
1.0,20,711.138554
1.0,20,711.197045
1.0,20,711.251784
1.0,20,711.305099
1.0,20,711.353281
1.0,20,711.408211
1.0,20,711.465029
1.0,20,711.523954
1.0,20,711.57981
1.0,21,712.210978
1.0,20,712.264107
1.0,20,712.310803
1.0,20,712.368266
1.0,20,712.420088
1.0,20,712.470289
1.0,21,712.52161
1.0,20,712.571216
1.0,21,712.626495
1.0,20,712.676977
1.0,20,712.727735
1.0,20,712.782901
1.0,20,712.836105
1.0,20,713.413381
1.0,20,713.463117
1.0,20,713.510259
1.0,20,713.557912
1.0,20,713.609848
1.0,20,713.663402
1.0,20,713.711048
1.0,20,713.763262
1.0,20,713.819305
1.0,20,713.868639
1.0,20,713.918737
1.0,20,713.973737
1.0,20,714.023489
1.0,21,714.611964
1.0,44,714.721156
1.0,21,714.772913
1.0,22,714.825656
1.0,21,714.880224
1.0,21,714.929617
1.0,21,714.982037
1.0,21,715.031927
1.0,20,715.080345
1.0,21,715.129428
1.0,35,715.750582
-1.0,26,715.816639
-1.0,31,715.896752
-1.0,56,716.142474
1.0,38,716.230115
1.0,61,716.402146
1.0,55,717.130951
-1.0,60,717.280473
1.0,33,717.35673
0.0,42,717.454935
1.0,44,717.575786
1.0,53,717.705492
-1.0,51,718.400108
1.0,63,718.561794
1.0,44,718.670978
1.0,46,718.781558
-1.0,33,718.866501
1.0,48,719.534925
1.0,54,719.669495
1.0,37,719.759817
1.0,36,719.851543
1.0,41,719.958467
1.0,47,720.066213
1.0,49,720.765136
1.0,48,720.881122
1.0,42,720.980967
1.0,32,721.063
1.0,49,721.178618
1.0,47,721.296366
1.0,31,721.95472
1.0,50,722.083712
-1.0,39,722.188316
1.0,47,722.299496
1.0,42,722.398335
1.0,48,722.518447
1.0,48,723.194787
1.0,52,723.327765
1.0,57,723.465814
1.0,63,723.622911
1.0,33,723.703351
1.0,35,724.335563
-1.0,51,724.465923
-1.0,42,724.567544
-1.0,41,724.667751
-1.0,41,724.765479
1.0,46,724.872966
-1.0,41,725.544384
1.0,39,725.633586
1.0,33,725.71568
1.0,32,725.79592
-1.0,48,725.912157
1.0,49,726.031326
1.0,77,726.867199
1.0,32,726.957532
1.0,40,727.059361
1.0,34,727.147118
1.0,37,727.243754
1.0,34,727.335819
1.0,48,728.011957
1.0,32,728.088979
1.0,59,728.229199
1.0,53,728.362483
1.0,37,728.451223
1.0,35,728.541591
1.0,58,729.25438
1.0,32,729.334687
1.0,39,729.433465
-1.0,33,729.52592
1.0,46,729.632187
1.0,48,729.747185
1.0,48,730.433409
1.0,33,730.520241
1.0,32,730.599472
1.0,44,730.712083
1.0,36,730.889483
1.0,48,731.003166
1.0,30,731.073663
1.0,32,731.729953
1.0,32,731.854908
1.0,34,731.997258
1.0,43,732.219375
1.0,70,732.548549
1.0,36,732.68169
1.0,32,733.464742
1.0,70,733.631128
1.0,33,733.708467
1.0,35,733.78937
1.0,31,733.869042
1.0,32,733.948531
1.0,29,734.020501
-1.0,28,734.668144
1.0,50,734.807413
0.0,34,734.896914
-1.0,30,734.973071
1.0,58,735.106604
-1.0,30,735.188895
1.0,30,735.261253
1.0,32,735.897052
0.0,50,736.018398
1.0,32,736.100245
1.0,34,736.187597
1.0,31,736.261863
1.0,29,736.329366
1.0,29,736.396558
1.0,41,737.043975
1.0,38,737.137296
1.0,29,737.204715
1.0,32,737.287934
1.0,30,737.366862
1.0,31,737.458172
1.0,30,737.55029
1.0,33,737.632189
1.0,29,738.279028
1.0,29,738.350638
1.0,51,738.483466
1.0,29,738.559985
1.0,29,738.636086
1.0,33,738.720878
1.0,31,738.792697
1.0,29,738.862283
1.0,29,739.50492
1.0,57,739.648154
1.0,29,739.722705
1.0,50,739.845562
1.0,43,739.943992
1.0,32,740.016208
1.0,37,740.680948
1.0,48,740.800505
-1.0,64,740.959783
0.0,42,741.064734
1.0,46,741.191068
1.0,71,741.955079
1.0,50,742.077714
1.0,69,742.258862
-1.0,45,742.358237
1.0,68,742.612919
1.0,62,743.34316
1.0,48,743.457005
1.0,61,743.616016
1.0,46,743.722617
1.0,57,744.427886
1.0,41,744.528091
1.0,48,744.639508
1.0,82,744.845082
1.0,50,744.971721
-1.0,51,745.655778
1.0,45,745.76716
1.0,43,745.871857
1.0,54,745.988477
1.0,44,746.225345
1.0,46,746.873697
1.0,42,746.97623
1.0,49,747.096552
1.0,46,747.214871
1.0,66,747.374391
1.0,46,748.110106
1.0,48,748.24237
1.0,54,748.386656
1.0,49,748.521982
1.0,48,748.634992
1.0,49,748.754312
1.0,63,749.617073
1.0,42,749.733312
1.0,46,749.852514
1.0,52,749.988179
1.0,46,750.099972
1.0,46,750.734546
1.0,41,750.83849
1.0,51,750.959829
1.0,47,751.072606
1.0,39,751.168115
1.0,41,751.27414
1.0,55,751.981718
1.0,48,752.105157
1.0,42,752.202207
1.0,50,752.318042
1.0,46,752.438329
1.0,47,753.129172
1.0,65,753.317727
1.0,42,753.426115
1.0,56,753.565853
1.0,32,753.644778
1.0,44,754.308872
0.0,38,754.414521
1.0,39,754.523184
1.0,75,754.700366
1.0,50,754.831638
1.0,56,755.614696
1.0,44,755.725431
1.0,49,755.856602
0.0,58,755.996491
1.0,52,756.127214
1.0,50,756.813752
1.0,54,756.947243
1.0,38,757.041618
1.0,58,757.197617
1.0,69,757.371679
1.0,54,758.049025
1.0,59,758.202167
1.0,48,758.335006
1.0,67,758.526862
1.0,51,758.661024
1.0,46,759.332332
1.0,61,759.473115
1.0,53,759.60317
0.0,48,759.718958
1.0,56,760.410788
1.0,36,760.500025
-1.0,51,760.625321
1.0,43,760.726981
1.0,61,760.889331
1.0,49,761.023056
1.0,60,761.797919
1.0,36,761.887691
1.0,42,761.991256
1.0,61,762.143305
1.0,58,762.276815
-1.0,64,762.991589
1.0,35,763.084821
1.0,38,763.185979
1.0,51,763.314236
1.0,43,763.412151
1.0,58,764.154613
1.0,42,764.256973
1.0,43,764.36587
1.0,32,764.445266
1.0,39,764.53525
1.0,51,764.664215
-1.0,45,765.353839
1.0,44,765.464907
1.0,33,765.54886
1.0,34,765.629926
1.0,52,765.765756
1.0,48,765.883686
1.0,56,766.575541
1.0,34,766.656687
1.0,31,766.735178
1.0,40,766.836236
1.0,54,766.969961
1.0,42,767.067394
1.0,60,767.766265
1.0,50,767.8842
1.0,34,767.971562
1.0,39,768.082418
1.0,32,768.161721
1.0,48,768.281299
1.0,37,768.978153
1.0,39,769.079799
1.0,26,769.144216
1.0,21,769.196071
1.0,61,769.360718
1.0,51,769.484931
1.0,51,770.153517
1.0,36,770.238392
1.0,37,770.329312
1.0,60,770.478676
1.0,40,770.578235
1.0,43,770.681412
1.0,38,771.326314
1.0,46,771.442144
1.0,46,771.553475
1.0,30,771.629516
1.0,35,771.717149
1.0,42,771.82108
1.0,27,771.958703
1.0,28,772.606461
1.0,32,772.690724
1.0,41,772.788794
1.0,31,772.872722
1.0,55,773.019348
1.0,27,773.083237
-1.0,40,773.17774
1.0,27,773.823343
1.0,30,773.897399
1.0,27,773.963614
1.0,26,774.04347
1.0,28,774.131993
1.0,28,774.203895
1.0,21,774.258193
1.0,28,774.325528
1.0,27,774.396456
1.0,36,774.493719
1.0,28,775.097979
1.0,28,775.16609
1.0,30,775.23176
1.0,30,775.309781
1.0,28,775.381067
1.0,23,775.43749
1.0,34,775.527588
1.0,22,775.577289
-1.0,28,775.643839
1.0,55,776.447052
1.0,58,776.587969
1.0,33,776.675777
0.0,51,776.805999
1.0,53,776.938905
1.0,48,777.590946
1.0,37,777.67506
1.0,43,777.780058
1.0,53,777.900084
1.0,45,778.005424
-1.0,40,778.105081
1.0,21,778.721701
1.0,34,778.79925
1.0,43,778.899261
1.0,50,779.025705
-1.0,36,779.115865
1.0,23,779.174126
1.0,50,779.327321
1.0,30,779.983421
1.0,27,780.051672
1.0,34,780.12824
1.0,53,780.248644
-1.0,44,780.350219
1.0,32,780.434873
1.0,32,780.519949
1.0,40,781.148362
1.0,32,781.224692
1.0,41,781.321498
1.0,48,781.428672
1.0,33,781.50609
1.0,36,781.587235
1.0,41,782.197244
-1.0,31,782.269062
-1.0,55,782.392128
1.0,48,782.515028
-1.0,40,782.617967
1.0,37,782.709151
1.0,52,783.369603
1.0,34,783.44142
1.0,29,783.50617
1.0,34,783.58034
1.0,33,783.666193
1.0,44,783.770328
1.0,48,783.886558
-1.0,67,784.617836
1.0,26,784.682508
1.0,42,784.79261
1.0,23,784.845283
1.0,50,784.962333
1.0,33,785.04016
1.0,68,785.72718
1.0,38,785.825819
1.0,20,785.876077
1.0,29,785.953376
1.0,20,786.001434
1.0,31,786.074126
1.0,28,786.143806
1.0,23,786.200303
1.0,35,786.802976
1.0,20,786.849996
1.0,21,786.90361
1.0,21,786.963507
1.0,25,787.022411
1.0,23,787.131897
1.0,20,787.20259
1.0,21,787.246042
1.0,21,787.28843
1.0,22,787.344769
1.0,21,787.393124
1.0,20,787.445805
1.0,45,788.078079
1.0,22,788.128629
1.0,24,788.186687
1.0,35,788.26138
1.0,25,788.316251
1.0,49,788.429216
1.0,27,788.490227
1.0,24,788.548845
1.0,21,788.602044
1.0,23,789.19071
1.0,62,789.334168
1.0,21,789.385811
1.0,21,789.438544
1.0,28,789.510154
1.0,26,789.568539
1.0,21,789.613838
1.0,32,789.702756
1.0,54,790.389569
1.0,37,790.478513
1.0,21,790.530396
-1.0,43,790.719177
1.0,50,790.829395
-1.0,69,790.981756
1.0,34,791.54513
1.0,37,791.644978
-1.0,37,791.818679
1.0,27,791.939735
1.0,23,792.03581
1.0,20,792.112862
1.0,24,792.206342
1.0,24,792.316702
1.0,23,792.41417
1.0,66,793.376361
1.0,20,793.422896
1.0,21,793.472742
1.0,20,793.523219
1.0,20,793.571286
1.0,20,793.621464
1.0,21,793.67154
1.0,26,793.726292
1.0,22,793.782579
1.0,21,793.832344
1.0,24,794.432079
1.0,26,794.493759
1.0,23,794.548769
1.0,28,794.612215
1.0,22,794.666266
1.0,28,794.730657
1.0,24,794.784337
1.0,22,794.837234
1.0,22,794.893104
1.0,20,794.95299
1.0,22,795.020108
1.0,23,795.636465
1.0,23,795.691472
1.0,20,795.732701
1.0,23,795.787963
1.0,26,795.847861
1.0,20,795.894882
1.0,20,795.936461
1.0,25,796.001391
1.0,23,796.058545
1.0,27,796.132041
1.0,20,796.173116
1.0,24,796.765924
1.0,24,796.817097
1.0,21,796.863364
1.0,20,796.905823
1.0,23,796.954535
1.0,23,797.011322
1.0,28,797.076048
1.0,20,797.125369
1.0,23,797.175237
1.0,23,797.226344
1.0,20,797.270933
1.0,20,797.838617
1.0,20,797.887024
1.0,20,797.936735
1.0,20,797.981912
1.0,23,798.034462
1.0,22,798.089625
1.0,20,798.138069
1.0,24,798.196104
1.0,22,798.244092
1.0,20,798.291229
1.0,23,798.344206
1.0,22,798.393503
1.0,23,798.994536
1.0,22,799.047286
1.0,23,799.102644
1.0,50,799.226342
1.0,22,799.271549
1.0,22,799.320235
1.0,23,799.370822
1.0,22,799.420119
1.0,26,799.481466
1.0,22,799.544598
1.0,23,800.15241
1.0,22,800.218908
1.0,22,800.28225
1.0,25,800.359139
1.0,25,800.419
1.0,20,800.466089
1.0,20,800.510383
1.0,23,800.571028
1.0,20,800.618351
1.0,21,800.671382
1.0,23,800.727416
1.0,25,800.787519
1.0,20,801.376824
1.0,23,801.42728
1.0,20,801.480886
1.0,20,801.529159
1.0,22,801.581707
1.0,21,801.630617
1.0,24,801.689922
1.0,20,801.738539
1.0,21,801.78611
1.0,22,801.831862
1.0,24,801.884765
1.0,23,801.933221
1.0,20,802.500801
-1.0,53,802.621756
1.0,20,802.667238
1.0,20,802.712957
1.0,20,802.760708
1.0,20,802.804416
1.0,23,802.853442
1.0,20,802.901187
1.0,20,802.948143
1.0,20,802.99196
1.0,20,803.039568
1.0,20,803.713927
1.0,20,803.768884
1.0,20,803.822216
1.0,23,803.87335
1.0,20,803.919973
1.0,20,803.969291
1.0,20,804.016302
1.0,20,804.059395
1.0,20,804.107621
1.0,20,804.158638
1.0,20,804.211811
1.0,22,804.26046
1.0,24,804.816592
1.0,29,804.885677
1.0,30,804.95523
1.0,21,805.00341
1.0,20,805.048642
0.0,47,805.246118
1.0,20,805.297514
1.0,30,805.362387
1.0,36,805.470586
1.0,49,806.136365
1.0,20,806.180657
1.0,22,806.238364
1.0,20,806.283036
1.0,30,806.35621
1.0,20,806.400208
1.0,20,806.449692
1.0,20,806.495833
1.0,32,806.566672
1.0,20,806.613339
1.0,46,807.26791
1.0,20,807.309996
1.0,20,807.357814
1.0,20,807.401376
1.0,20,807.447208
1.0,20,807.494145
1.0,20,807.543809
1.0,34,807.624465
1.0,20,807.67341
1.0,20,807.722413
1.0,20,807.764226
1.0,29,808.54264
1.0,23,808.59475
1.0,21,808.641155
1.0,22,808.683542
1.0,25,808.74045
1.0,20,808.788177
1.0,51,808.903229
1.0,22,808.948038
1.0,21,808.99382
1.0,21,809.048144
1.0,21,809.581615
1.0,21,809.628704
1.0,20,809.670298
1.0,20,809.719283
1.0,21,809.768784
1.0,21,809.815968
1.0,54,809.94655
1.0,22,809.996098
1.0,20,810.042364
1.0,20,810.090866
1.0,20,810.138643
1.0,45,810.826391
1.0,24,810.88618
1.0,21,810.943584
1.0,25,811.011723
1.0,21,811.058856
1.0,25,811.115898
1.0,21,811.160824
1.0,21,811.214752
1.0,21,811.262794
1.0,21,811.314734
1.0,20,811.901429
1.0,20,811.943812
1.0,21,811.994532
1.0,20,812.049012
1.0,21,812.095157
1.0,20,812.135894
1.0,22,812.184189
1.0,20,812.228135
1.0,20,812.269614
1.0,22,812.31978
1.0,20,812.362231
1.0,20,812.408609
1.0,20,812.455369
1.0,29,813.063115
1.0,55,813.199549
1.0,35,813.280951
1.0,55,813.408612
1.0,20,813.456271
1.0,27,813.527266
1.0,27,813.596325
1.0,41,814.237667
1.0,65,814.387438
1.0,54,814.516533
1.0,52,814.640061
1.0,37,814.728649
1.0,28,815.309497
1.0,43,815.426908
-1.0,41,815.522809
1.0,47,815.627915
1.0,46,815.726993
1.0,45,815.833211
1.0,43,816.506841
1.0,48,816.615054
1.0,35,816.698132
1.0,34,816.774064
1.0,42,816.8708
1.0,42,816.962571
1.0,39,817.057647
1.0,33,817.795331
1.0,49,817.905424
0.0,44,817.99716
1.0,44,818.117954
1.0,37,818.220696
1.0,47,818.324871
1.0,25,818.9666
0.0,32,819.053131
1.0,59,819.207686
1.0,36,819.297982
1.0,59,819.519362
0.0,54,820.188266
1.0,44,820.293315
1.0,62,820.440469
1.0,43,820.540579
1.0,44,820.647814
1.0,45,820.758556
1.0,38,821.419703
1.0,40,821.523652
1.0,38,821.616123
-1.0,46,821.730193
1.0,55,821.850873
-1.0,56,822.482103
1.0,56,822.612511
1.0,45,822.716682
1.0,39,822.804737
1.0,41,822.904715
1.0,31,822.968997
1.0,39,823.070708
1.0,53,823.741895
1.0,39,823.841851
1.0,43,823.940899
1.0,34,824.028059
1.0,40,824.124192
1.0,38,824.204627
1.0,30,824.813586
1.0,35,824.903068
1.0,37,824.991096
1.0,52,825.117528
1.0,44,825.226687
1.0,40,825.318814
1.0,37,825.942502
0.0,50,826.065348
1.0,39,826.15471
1.0,39,826.249571
1.0,41,826.361279
1.0,39,826.480273
1.0,48,827.163778
1.0,37,827.254844
1.0,31,827.328706
1.0,32,827.403207
1.0,27,827.462287
1.0,31,827.530971
1.0,31,827.607844
1.0,36,827.694673
1.0,31,828.303973
1.0,31,828.379519
1.0,44,828.480319
1.0,31,828.552067
1.0,31,828.628208
-1.0,38,828.719289
1.0,40,828.820793
1.0,31,828.894888
1.0,45,829.533845
1.0,31,829.607738
1.0,29,829.673095
1.0,31,829.748895
1.0,33,829.829146
1.0,34,829.909035
1.0,33,829.983354
1.0,35,830.595816
1.0,49,830.702619
1.0,30,830.771379
1.0,56,830.915755
-1.0,45,831.018553
1.0,41,831.118595
1.0,42,831.770445
1.0,60,831.920881
1.0,43,832.023239
1.0,52,832.147703
1.0,32,832.218596
1.0,38,832.301941
1.0,42,832.931576
1.0,35,833.016336
1.0,31,833.092828
1.0,42,833.194463
1.0,42,833.292058
1.0,43,833.389555
1.0,30,833.465243
1.0,30,834.255134
1.0,33,834.332251
1.0,39,834.425832
1.0,30,834.493893
-1.0,41,834.586622
1.0,40,834.681876
1.0,36,834.770816
1.0,34,835.364456
1.0,34,835.441014
1.0,43,835.546123
1.0,33,835.623898
1.0,36,835.711218
1.0,37,835.799771
1.0,31,835.869258
1.0,31,836.467093
1.0,36,836.553605
1.0,29,836.628174
1.0,41,836.725413
1.0,40,836.853391
1.0,30,836.961772
1.0,33,837.048653
1.0,43,837.687014
1.0,33,837.761437
1.0,39,837.84653
1.0,40,837.942526
1.0,37,838.033821
1.0,33,838.10811
1.0,44,838.217092
1.0,33,838.818104
1.0,32,838.892808
1.0,44,838.998521
1.0,42,839.091725
1.0,39,839.181248
1.0,41,839.27531
1.0,35,839.346738
1.0,34,839.956497
1.0,30,840.027002
1.0,37,840.114939
-1.0,46,840.21684
1.0,36,840.297508
1.0,36,840.381088
1.0,32,840.452212
1.0,37,841.070593
1.0,32,841.139483
1.0,39,841.230509
1.0,35,841.314198
1.0,37,841.402668
1.0,45,841.511704
1.0,38,841.607954
1.0,32,842.259292
1.0,39,842.358161
1.0,34,842.431784
1.0,34,842.510395
1.0,50,842.62429
0.0,36,842.713343
1.0,30,842.77889
1.0,40,843.399184
1.0,31,843.470506
1.0,30,843.544215
1.0,42,843.642625
1.0,37,843.72992
1.0,33,843.808813
-1.0,67,844.522002
1.0,29,844.588955
1.0,33,844.653406
-1.0,20,844.696734
1.0,38,844.781635
1.0,63,844.932993
1.0,47,845.043058
1.0,32,845.649928
-1.0,37,845.737787
1.0,35,845.820398
-1.0,47,845.922727
1.0,31,845.989183
1.0,48,846.096083
1.0,37,846.186043
1.0,32,846.774819
1.0,37,846.864422
1.0,37,846.944147
1.0,46,847.049142
1.0,37,847.141001
1.0,32,847.218772
1.0,34,847.318459
1.0,32,847.965535
1.0,38,848.177109
1.0,32,848.252706
1.0,32,848.334079
1.0,34,848.42675
1.0,33,848.510825
1.0,34,848.599475
1.0,46,849.33405
-1.0,27,849.396392
1.0,34,849.470236
1.0,42,849.581101
1.0,38,849.674628
1.0,33,849.755118
1.0,34,849.831228
1.0,33,850.419824
1.0,34,850.503616
1.0,34,850.583614
1.0,32,850.656288
1.0,30,850.725787
1.0,31,850.794425
1.0,30,850.865743
-1.0,48,850.981754
1.0,31,851.582537
1.0,31,851.722756
1.0,50,851.930392
1.0,34,852.074097
1.0,59,852.306075
1.0,59,852.580058
1.0,66,853.521105
1.0,34,853.596204
1.0,29,853.667728
-1.0,60,853.808773
1.0,37,853.896726
1.0,54,854.5749
1.0,30,854.642624
1.0,37,854.731538
1.0,34,854.808247
1.0,31,854.879559
1.0,33,854.947373
1.0,46,855.052761
1.0,49,855.695525
1.0,42,855.799096
1.0,37,855.892488
1.0,47,856.001952
1.0,30,856.072962
1.0,36,856.168305
1.0,30,856.239259
1.0,35,856.822717
1.0,32,856.891308
1.0,34,856.96837
-1.0,25,857.028062
1.0,37,857.114591
1.0,36,857.193752
1.0,39,857.286751
1.0,35,857.915641
1.0,31,858.006027
1.0,40,858.120193
1.0,34,858.203291
1.0,34,858.282572
1.0,39,858.366982
1.0,31,858.447039
1.0,30,858.517882
1.0,48,859.15262
1.0,30,859.224313
1.0,35,859.305692
1.0,38,859.390256
1.0,35,859.473282
1.0,32,859.548186
1.0,36,859.637011
1.0,30,860.249909
1.0,42,860.344462
1.0,34,860.421712
1.0,36,860.497788
1.0,49,860.613798
1.0,48,860.733857
1.0,34,861.364734
1.0,68,861.515887
1.0,45,861.62618
1.0,43,861.729095
1.0,48,861.832014
1.0,50,862.498035
1.0,49,862.619647
