#{"t_start": 1766172363.9124959, "env_id": "None"}
r,l,t
1.0,40,308.225077
1.0,34,308.306279
1.0,45,308.409279
1.0,42,308.517736
1.0,49,309.179108
1.0,37,309.262344
1.0,38,309.351861
1.0,38,309.447021
0.0,40,309.540764
1.0,53,309.667902
1.0,77,310.342292
1.0,57,310.476828
1.0,37,310.565642
1.0,31,310.643237
1.0,53,310.760729
1.0,38,311.364851
-1.0,33,311.436939
1.0,67,311.636626
1.0,39,311.789266
1.0,38,311.954575
1.0,34,312.119153
1.0,43,313.124612
1.0,42,313.226038
1.0,45,313.335821
1.0,47,313.566868
1.0,38,313.656793
1.0,27,313.716236
0.0,37,314.301678
1.0,51,314.418022
1.0,38,314.496245
1.0,46,314.598354
1.0,40,314.69533
1.0,67,314.852022
1.0,39,315.458765
1.0,47,315.571234
1.0,30,315.642994
1.0,26,315.699602
1.0,47,315.806927
1.0,47,315.912915
1.0,35,316.509638
1.0,89,316.721013
1.0,33,316.792105
1.0,32,316.857736
1.0,43,316.961602
1.0,46,317.067765
1.0,23,317.681854
-1.0,28,317.749696
1.0,48,317.859351
1.0,39,317.96642
1.0,39,318.059828
-1.0,45,318.167924
1.0,41,318.85127
1.0,44,318.956649
-1.0,105,319.199717
1.0,63,319.339777
1.0,26,319.397471
1.0,36,320.008637
1.0,31,320.084387
1.0,43,320.191582
1.0,56,320.328078
1.0,36,320.408386
1.0,43,320.504879
1.0,49,321.156048
1.0,28,321.224025
1.0,35,321.304641
1.0,26,321.364144
1.0,31,321.431838
1.0,33,321.505404
1.0,30,321.57475
1.0,50,322.218691
1.0,36,322.299417
1.0,37,322.385819
1.0,30,322.450336
1.0,50,322.56279
1.0,42,322.684163
1.0,46,322.816805
1.0,27,323.41716
1.0,36,323.500962
1.0,36,323.587277
1.0,29,323.656392
1.0,53,323.773001
1.0,23,323.823794
-1.0,35,323.896495
1.0,27,323.962656
1.0,47,324.594054
1.0,35,324.670641
1.0,36,324.757503
1.0,28,324.823472
1.0,35,324.90341
1.0,35,324.991845
1.0,47,325.617304
1.0,28,325.678522
1.0,33,325.751987
1.0,41,325.851388
1.0,43,325.954594
1.0,31,326.026115
1.0,29,326.090519
1.0,25,326.148535
1.0,39,326.776461
1.0,45,326.870335
1.0,28,326.936034
1.0,76,327.108835
1.0,29,327.173995
1.0,34,327.355569
1.0,56,328.031838
1.0,32,328.112239
1.0,25,328.176113
-1.0,30,328.237136
1.0,27,328.296818
1.0,35,328.380388
1.0,36,328.471395
0.0,55,329.12764
1.0,22,329.176259
1.0,48,329.289975
1.0,29,329.358363
1.0,49,329.472487
1.0,27,329.550589
1.0,31,329.637042
-1.0,44,330.290733
1.0,28,330.359236
1.0,34,330.445719
1.0,31,330.534238
1.0,31,330.629547
1.0,29,330.722761
1.0,53,330.851995
1.0,58,331.514894
1.0,25,331.572144
1.0,23,331.625799
1.0,28,331.70101
1.0,36,331.797175
1.0,37,331.897617
1.0,31,331.977283
1.0,46,332.087805
1.0,31,332.6825
1.0,33,332.758436
1.0,54,332.962256
1.0,26,333.028745
1.0,60,333.208096
1.0,27,333.28864
1.0,24,333.348395
1.0,40,333.965375
1.0,28,334.029585
1.0,45,334.137355
1.0,27,334.202928
1.0,61,334.351231
1.0,57,334.486786
1.0,65,335.185122
1.0,79,335.362391
-1.0,34,335.437772
1.0,76,335.604332
1.0,47,336.211254
1.0,82,336.405678
1.0,74,336.58121
1.0,29,336.653242
1.0,89,337.405631
1.0,28,337.465376
1.0,24,337.518959
1.0,51,337.635707
1.0,25,337.694676
1.0,27,337.75809
1.0,25,337.821035
1.0,26,337.881497
1.0,23,338.506933
1.0,30,338.578547
1.0,28,338.641089
-1.0,29,338.713965
1.0,30,338.788391
1.0,23,338.847691
1.0,32,338.920842
1.0,48,339.042356
1.0,25,339.622367
1.0,36,339.692618
1.0,28,339.758232
1.0,43,339.857502
1.0,50,339.969642
1.0,23,340.020875
1.0,22,340.068591
1.0,40,340.170481
1.0,31,340.753206
1.0,28,340.817543
1.0,28,340.885208
1.0,30,340.953703
1.0,24,341.000867
1.0,25,341.056011
1.0,34,341.139078
1.0,28,341.194905
1.0,59,341.953616
1.0,29,342.02183
1.0,37,342.11111
1.0,55,342.238358
1.0,41,342.328666
-1.0,65,342.470458
1.0,28,343.18062
1.0,28,343.241465
1.0,22,343.290954
1.0,22,343.346954
1.0,30,343.420388
1.0,33,343.501229
1.0,26,343.572674
1.0,42,343.694091
1.0,28,344.29041
1.0,31,344.360251
1.0,32,344.438242
1.0,24,344.495569
1.0,23,344.553085
1.0,28,344.623775
1.0,50,344.738147
1.0,22,344.787966
1.0,29,344.85185
1.0,40,345.456583
1.0,23,345.509531
1.0,28,345.574243
1.0,34,345.658343
1.0,35,345.746619
1.0,30,345.821156
1.0,35,345.905825
1.0,27,345.971251
1.0,30,346.58785
1.0,33,346.663424
1.0,26,346.725916
1.0,37,346.819202
1.0,22,346.867188
1.0,47,346.960445
1.0,32,347.028509
1.0,22,347.077389
1.0,25,347.137506
1.0,22,347.712234
1.0,35,347.801315
1.0,33,347.877384
1.0,29,347.940774
1.0,29,348.013105
1.0,31,348.077638
1.0,31,348.144979
1.0,23,348.197133
1.0,33,348.897877
1.0,47,349.033366
1.0,32,349.114443
1.0,34,349.193805
1.0,34,349.273004
1.0,31,349.346275
1.0,22,349.403692
1.0,27,349.470556
1.0,41,350.06379
1.0,29,350.142985
1.0,24,350.204212
1.0,35,350.291587
1.0,32,350.365156
1.0,34,350.44335
1.0,26,350.502261
1.0,23,350.556565
1.0,27,350.614349
1.0,22,351.19323
1.0,23,351.249616
1.0,29,351.31442
1.0,33,351.396092
1.0,22,351.452786
1.0,33,351.524081
1.0,32,351.593846
1.0,31,351.669025
1.0,37,352.277919
1.0,32,352.344211
1.0,34,352.428443
1.0,22,352.486034
1.0,49,352.605875
1.0,60,352.75278
1.0,23,352.814784
1.0,40,353.423396
1.0,38,353.517177
1.0,32,353.596345
1.0,20,353.641967
1.0,44,353.74567
1.0,39,353.830093
1.0,55,353.963369
1.0,37,354.634077
1.0,32,354.712527
1.0,22,354.76288
-1.0,32,354.834386
-1.0,28,354.898679
1.0,28,354.960817
1.0,31,355.032638
1.0,50,355.144951
-1.0,35,355.740938
1.0,29,355.811479
1.0,22,355.937209
1.0,31,356.015061
1.0,22,356.066154
1.0,22,356.121968
1.0,22,356.172887
1.0,22,356.221844
-1.0,34,356.30213
1.0,36,356.386081
1.0,42,356.974746
1.0,22,357.034172
1.0,24,357.091229
1.0,22,357.142911
1.0,41,357.248626
1.0,22,357.295635
1.0,22,357.353563
1.0,24,357.40801
1.0,29,357.478098
1.0,24,358.062074
1.0,22,358.115501
1.0,42,358.217066
1.0,47,358.327038
1.0,33,358.399312
1.0,27,358.464667
1.0,33,358.545027
1.0,22,358.598467
1.0,30,359.189641
1.0,51,359.340492
1.0,30,359.43095
1.0,26,359.497417
1.0,40,359.602325
1.0,22,359.660732
1.0,21,359.713298
1.0,22,359.767696
1.0,48,360.398139
1.0,27,360.457241
1.0,22,360.507064
1.0,22,360.555283
1.0,22,360.607378
1.0,22,360.661933
1.0,31,360.74151
1.0,22,360.787966
1.0,22,360.838085
1.0,51,361.473352
1.0,44,361.572028
1.0,35,361.644793
1.0,48,361.76165
1.0,33,361.830154
1.0,50,361.944919
1.0,47,362.561749
1.0,47,362.675484
1.0,60,362.825617
1.0,42,362.919099
1.0,35,362.998718
1.0,43,363.092391
1.0,55,363.729154
1.0,54,363.848598
1.0,88,364.055177
1.0,53,364.179188
1.0,57,364.954129
1.0,42,365.057822
1.0,22,365.116782
1.0,70,365.277484
1.0,52,365.390453
1.0,22,365.437925
1.0,73,366.117082
1.0,55,366.238163
1.0,73,366.407489
1.0,26,366.469525
1.0,23,366.52393
-1.0,51,367.192182
1.0,32,367.265212
1.0,22,367.319099
1.0,22,367.374492
1.0,22,367.429685
1.0,22,367.479854
1.0,22,367.530386
1.0,22,367.581788
1.0,22,367.63681
1.0,44,367.733428
1.0,22,368.30687
1.0,22,368.364343
1.0,37,368.455655
1.0,27,368.523475
1.0,22,368.574214
1.0,22,368.623464
1.0,49,368.740288
1.0,22,368.793972
1.0,22,368.846478
1.0,22,369.433032
1.0,22,369.487036
1.0,22,369.536796
1.0,22,369.592662
1.0,31,369.783567
1.0,22,369.856572
1.0,22,369.914738
1.0,22,369.967525
1.0,22,370.012714
1.0,22,370.071351
1.0,22,370.12704
1.0,22,370.703519
1.0,37,370.789691
1.0,22,370.842015
1.0,22,370.894984
1.0,22,370.948994
1.0,22,371.003851
1.0,36,371.084961
1.0,27,371.152081
1.0,22,371.205791
1.0,39,371.300544
1.0,33,372.170503
1.0,37,372.328185
1.0,21,372.409589
1.0,35,372.542375
1.0,22,372.635437
1.0,22,372.737525
1.0,22,372.826117
1.0,27,372.935947
1.0,22,373.013388
1.0,27,373.610384
1.0,22,373.66138
1.0,21,373.706516
1.0,40,373.79603
1.0,22,373.845944
1.0,72,374.018193
1.0,22,374.074259
1.0,42,374.18661
1.0,42,374.779853
1.0,22,374.828247
1.0,22,374.883769
1.0,22,374.94194
1.0,27,375.02097
1.0,22,375.090884
1.0,22,375.149903
1.0,26,375.217439
1.0,27,375.28603
1.0,22,375.332616
1.0,61,375.983625
1.0,22,376.029876
1.0,22,376.083923
1.0,40,376.178238
1.0,28,376.240697
1.0,27,376.293707
1.0,24,376.349293
1.0,43,376.972145
1.0,22,377.020797
1.0,24,377.079283
1.0,32,377.156073
1.0,23,377.207325
1.0,22,377.255968
1.0,23,377.311022
1.0,24,377.365204
1.0,53,377.476774
1.0,34,378.06835
1.0,22,378.115104
1.0,22,378.161052
1.0,22,378.212306
1.0,22,378.255753
1.0,22,378.309744
1.0,41,378.410178
1.0,22,378.470942
1.0,23,378.526064
1.0,24,378.577623
1.0,22,378.625229
1.0,22,379.172791
1.0,22,379.220892
1.0,22,379.265874
1.0,24,379.320087
1.0,22,379.369321
1.0,22,379.422355
1.0,24,379.475648
1.0,22,379.52909
1.0,22,379.579948
1.0,22,379.634745
1.0,22,379.685536
1.0,22,380.296854
1.0,22,380.359352
-1.0,53,380.581152
1.0,48,380.703651
1.0,31,380.779545
1.0,22,380.829964
1.0,22,380.884237
1.0,22,380.941077
1.0,22,380.989929
1.0,22,381.577521
1.0,23,381.634048
1.0,22,381.681917
1.0,22,381.733615
1.0,22,381.786881
1.0,22,381.831599
1.0,22,381.880096
1.0,23,381.929157
1.0,23,381.991343
1.0,22,382.048974
1.0,25,382.112351
1.0,29,382.70443
-1.0,60,382.846568
1.0,22,382.897529
1.0,24,382.950716
1.0,44,383.053253
1.0,22,383.109222
1.0,45,383.215884
1.0,22,383.271224
1.0,22,383.83811
1.0,31,383.910817
1.0,65,384.0659
1.0,40,384.159601
1.0,53,384.392309
1.0,33,384.46835
1.0,23,385.02248
1.0,23,385.077622
1.0,23,385.136689
1.0,22,385.186487
1.0,22,385.236647
1.0,23,385.28901
1.0,24,385.340601
1.0,23,385.38811
1.0,22,385.454959
1.0,36,385.563507
1.0,40,386.205367
1.0,29,386.27684
1.0,22,386.326358
1.0,28,386.389684
1.0,22,386.442546
1.0,22,386.493754
1.0,22,386.542954
1.0,22,386.598461
1.0,34,386.674689
1.0,22,386.728882
1.0,22,386.780411
1.0,22,387.369132
1.0,21,387.419966
1.0,22,387.475715
1.0,23,387.53226
1.0,22,387.577181
1.0,22,387.627965
1.0,22,387.67647
1.0,22,387.731211
1.0,22,387.783247
1.0,26,387.845375
1.0,22,387.896728
1.0,22,388.478858
1.0,22,388.527714
1.0,22,388.575173
1.0,22,388.632537
1.0,22,388.685248
1.0,22,388.739309
1.0,22,388.788436
1.0,22,388.843067
1.0,22,388.890057
1.0,22,388.935782
1.0,22,388.987824
1.0,22,389.041159
1.0,23,389.632993
-1.0,66,389.782799
1.0,33,389.859465
1.0,61,389.997427
1.0,24,390.045638
1.0,31,390.11957
1.0,22,390.171217
1.0,33,390.799693
1.0,22,390.865999
1.0,23,390.919965
1.0,44,391.018317
1.0,24,391.069619
1.0,22,391.121317
1.0,22,391.173153
1.0,24,391.229418
1.0,23,391.286265
1.0,22,391.340661
1.0,22,391.900198
1.0,22,391.960106
1.0,42,392.063195
1.0,58,392.191894
1.0,22,392.236626
1.0,22,392.286241
1.0,22,392.334049
-1.0,65,393.002114
1.0,27,393.071059
1.0,22,393.123862
1.0,22,393.172171
1.0,22,393.222652
1.0,29,393.298889
1.0,22,393.348753
1.0,30,393.417777
1.0,22,393.471941
1.0,27,393.538726
1.0,22,394.097469
1.0,22,394.146664
1.0,22,394.200266
1.0,22,394.250524
1.0,27,394.31213
1.0,22,394.36306
1.0,22,394.417739
1.0,22,394.476747
1.0,22,394.532789
1.0,22,394.588404
1.0,22,394.645808
1.0,22,394.694395
1.0,22,395.277283
1.0,22,395.330493
1.0,22,395.385261
1.0,22,395.437256
1.0,22,395.489222
1.0,22,395.540948
1.0,32,395.611834
1.0,22,395.66391
1.0,22,395.731425
1.0,21,395.79476
1.0,22,395.857054
1.0,22,396.57476
1.0,22,396.629849
1.0,22,396.687493
1.0,22,396.738659
1.0,22,396.7898
1.0,22,396.846211
1.0,22,396.898761
1.0,22,396.949471
1.0,22,396.998019
1.0,35,397.079537
1.0,22,397.137532
1.0,22,397.720275
1.0,57,397.846992
1.0,56,397.979822
1.0,30,398.050206
1.0,67,398.332188
1.0,38,398.92894
1.0,30,399.000667
1.0,40,399.100323
1.0,22,399.153754
1.0,39,399.237521
1.0,32,399.313741
1.0,22,399.365456
1.0,21,399.418746
1.0,22,399.468803
1.0,41,400.21502
1.0,47,400.326939
1.0,21,400.374431
1.0,29,400.4448
1.0,24,400.500815
1.0,22,400.553481
1.0,21,400.602409
1.0,22,400.654617
1.0,22,400.70045
1.0,24,400.758793
1.0,22,401.363023
1.0,22,401.422642
1.0,26,401.489154
1.0,22,401.553298
1.0,22,401.601865
1.0,22,401.650372
1.0,22,401.696144
1.0,22,401.748557
-1.0,53,401.874521
1.0,23,401.923214
1.0,21,402.496838
1.0,21,402.544698
1.0,21,402.593739
1.0,21,402.646568
1.0,21,402.692241
1.0,24,402.744397
1.0,49,402.854164
1.0,24,402.909894
1.0,21,402.958656
1.0,22,403.004092
1.0,21,403.581383
1.0,29,403.652442
1.0,21,403.700988
1.0,22,403.75705
1.0,21,403.809795
1.0,22,403.866248
1.0,24,403.922345
1.0,22,403.972958
1.0,21,404.017698
1.0,21,404.071015
1.0,21,404.119137
1.0,22,404.171398
1.0,21,404.749744
1.0,21,404.796595
1.0,21,404.854402
1.0,22,404.907372
1.0,21,404.950434
1.0,21,404.997561
1.0,21,405.047654
1.0,24,405.108522
1.0,22,405.161468
1.0,28,405.224207
1.0,22,405.26951
1.0,28,405.860698
1.0,26,405.919824
1.0,30,405.984983
1.0,23,406.040896
1.0,30,406.113369
0.0,42,406.215428
1.0,23,406.267043
1.0,22,406.318491
1.0,29,406.385442
1.0,23,407.007106
1.0,21,407.058357
1.0,56,407.187948
1.0,40,407.282508
1.0,21,407.326738
1.0,45,407.431198
-1.0,33,407.513947
1.0,41,408.134262
1.0,24,408.18794
1.0,27,408.256913
1.0,24,408.307977
1.0,21,408.355613
1.0,21,408.406642
1.0,63,408.556178
1.0,22,408.608298
1.0,41,408.698731
1.0,22,409.296904
1.0,43,409.410582
1.0,21,409.460943
1.0,43,409.566463
1.0,22,409.611793
1.0,21,409.662028
1.0,21,409.707401
1.0,31,409.778569
1.0,22,409.832309
1.0,21,410.383928
1.0,22,410.439042
1.0,22,410.497556
1.0,21,410.547702
1.0,23,410.603435
1.0,28,410.670646
1.0,21,410.71526
1.0,21,410.761532
1.0,27,410.819901
1.0,21,410.873027
1.0,22,410.920265
1.0,21,410.96989
1.0,24,411.55018
1.0,46,411.66616
1.0,22,411.730558
1.0,23,411.800596
1.0,31,411.968676
1.0,21,412.020977
1.0,33,412.09842
1.0,24,412.162172
1.0,38,412.891519
1.0,23,412.946407
1.0,21,412.996156
1.0,22,413.053644
1.0,39,413.145876
1.0,50,413.257601
1.0,43,413.358887
1.0,23,413.403851
1.0,23,413.457068
1.0,23,414.025224
1.0,21,414.070501
1.0,35,414.149097
1.0,22,414.199498
1.0,33,414.28092
1.0,21,414.328547
1.0,24,414.385194
1.0,21,414.433151
1.0,22,414.487127
1.0,21,414.538711
1.0,21,414.586718
1.0,21,415.178325
1.0,23,415.232381
1.0,21,415.275222
-1.0,49,415.3819
1.0,23,415.434111
-1.0,32,415.513571
1.0,37,415.602978
1.0,40,415.696107
1.0,21,416.267856
1.0,21,416.319245
1.0,22,416.370917
1.0,22,416.425753
1.0,24,416.484283
1.0,22,416.542238
1.0,21,416.587167
1.0,22,416.643098
1.0,22,416.691575
1.0,21,416.734119
1.0,23,416.784965
1.0,21,416.828621
1.0,22,417.460166
1.0,21,417.512521
1.0,21,417.565225
1.0,21,417.613524
1.0,23,417.670887
1.0,38,417.757725
1.0,21,417.80737
1.0,21,417.856782
1.0,23,417.911414
1.0,21,417.962812
1.0,22,418.012175
1.0,24,418.610335
1.0,38,418.707374
1.0,24,418.766607
1.0,23,418.820266
1.0,23,418.872433
1.0,24,418.92255
1.0,23,418.971169
1.0,23,419.023828
1.0,23,419.078203
-1.0,22,419.138561
1.0,23,419.730373
1.0,24,419.797677
1.0,23,419.842738
1.0,24,419.900667
1.0,24,419.953939
1.0,24,420.008192
1.0,24,420.059704
1.0,23,420.112506
1.0,25,420.167782
1.0,22,420.217885
1.0,22,420.26216
1.0,24,420.841233
1.0,24,420.892694
1.0,24,420.948577
1.0,24,421.009575
1.0,24,421.066693
1.0,23,421.125599
1.0,23,421.174711
1.0,24,421.227817
1.0,24,421.280079
1.0,24,421.338102
1.0,35,421.92751
1.0,24,421.989117
1.0,29,422.06201
1.0,30,422.152646
1.0,25,422.222833
1.0,24,422.297158
1.0,23,422.355924
-1.0,26,422.421441
1.0,23,422.477533
1.0,26,422.541414
1.0,25,423.143785
1.0,31,423.208528
1.0,23,423.264129
1.0,32,423.334674
1.0,23,423.386771
1.0,28,423.45841
1.0,25,423.515403
1.0,24,423.564922
1.0,23,423.61727
1.0,23,423.665647
1.0,22,423.718191
1.0,23,424.30262
1.0,24,424.361983
1.0,24,424.418382
1.0,23,424.472797
1.0,29,424.535077
1.0,23,424.589902
1.0,24,424.641042
1.0,23,424.697396
1.0,22,424.745306
1.0,24,424.8011
1.0,24,425.373811
-1.0,39,425.463183
1.0,29,425.527758
1.0,46,425.64205
1.0,32,425.716941
1.0,58,425.855488
-1.0,65,426.559426
1.0,41,426.747727
1.0,24,426.803517
1.0,24,426.857187
1.0,24,426.916446
1.0,23,426.970725
1.0,63,427.115299
1.0,24,427.173034
1.0,24,427.87542
1.0,24,427.934119
1.0,23,427.988631
1.0,24,428.04513
1.0,23,428.101082
1.0,24,428.1613
1.0,24,428.216376
1.0,24,428.274769
1.0,31,428.339373
1.0,23,428.388615
1.0,28,428.980251
1.0,23,429.035578
1.0,23,429.084145
1.0,24,429.138932
1.0,28,429.216408
1.0,24,429.274644
1.0,23,429.322158
1.0,38,429.424826
1.0,23,429.480554
1.0,24,429.540219
1.0,23,429.59875
1.0,29,430.173337
1.0,27,430.230392
1.0,22,430.277367
1.0,32,430.347099
1.0,27,430.408133
1.0,22,430.461418
1.0,23,430.509834
1.0,24,430.560476
1.0,23,430.615781
1.0,22,430.662108
1.0,33,431.261921
1.0,24,431.31
1.0,22,431.360759
1.0,36,431.449798
1.0,29,431.516215
1.0,23,431.582492
1.0,36,431.760079
1.0,29,431.893147
1.0,27,432.002079
1.0,32,433.102337
1.0,24,433.156852
1.0,24,433.220704
1.0,24,433.276821
1.0,24,433.334581
1.0,22,433.386533
1.0,26,433.448039
1.0,23,433.499685
1.0,24,433.56192
1.0,23,433.60917
1.0,24,434.18308
1.0,22,434.237273
1.0,23,434.284054
1.0,23,434.336774
1.0,23,434.384702
1.0,26,434.4444
1.0,22,434.496419
1.0,22,434.554659
1.0,22,434.604458
1.0,22,434.659793
1.0,23,434.7199
1.0,24,435.311008
1.0,24,435.366682
1.0,24,435.41461
1.0,23,435.467398
1.0,22,435.512279
1.0,23,435.563338
1.0,22,435.608698
1.0,22,435.66075
1.0,22,435.714255
1.0,22,435.767781
1.0,22,435.824096
1.0,22,435.878571
1.0,22,436.465172
1.0,32,436.538119
1.0,22,436.589859
1.0,22,436.640577
1.0,22,436.694852
1.0,24,436.750744
1.0,22,436.804359
1.0,22,436.857737
1.0,23,436.916546
1.0,22,436.966051
1.0,23,437.022263
1.0,23,437.602308
1.0,23,437.650888
1.0,22,437.702819
1.0,22,437.749929
1.0,22,437.802575
1.0,22,437.857579
1.0,23,437.913628
1.0,22,437.975521
1.0,22,438.0439
1.0,22,438.11307
1.0,22,438.17074
1.0,22,438.778473
1.0,22,438.829583
1.0,24,438.884625
1.0,23,438.937596
1.0,22,438.99029
1.0,22,439.043375
1.0,25,439.10271
1.0,22,439.158562
1.0,22,439.211504
1.0,26,439.266939
1.0,22,439.317276
1.0,25,439.936147
1.0,22,439.989015
1.0,22,440.040246
1.0,22,440.088172
1.0,22,440.144206
1.0,22,440.193617
1.0,22,440.243333
1.0,22,440.294958
1.0,22,440.349571
1.0,22,440.40002
1.0,22,440.450875
1.0,24,440.508001
1.0,22,441.097781
1.0,23,441.156203
1.0,22,441.204936
1.0,22,441.254822
1.0,22,441.378144
1.0,22,441.429271
1.0,22,441.474016
1.0,59,441.621013
1.0,22,441.681775
1.0,22,441.735891
1.0,22,442.343631
1.0,22,442.408064
1.0,22,442.465741
1.0,22,442.522432
1.0,22,442.573859
1.0,31,442.650734
1.0,22,442.707394
1.0,22,442.759624
1.0,22,442.887175
1.0,22,442.949229
1.0,22,443.001863
1.0,22,443.637515
1.0,22,443.69406
1.0,22,443.755513
1.0,22,443.81115
1.0,22,443.869365
1.0,22,443.924522
1.0,22,443.975116
1.0,22,444.022725
1.0,47,444.123769
1.0,22,444.17238
1.0,22,444.829675
1.0,22,444.885254
1.0,22,444.93907
1.0,23,444.989607
1.0,22,445.033303
1.0,22,445.087523
1.0,30,445.153603
1.0,22,445.207624
1.0,22,445.258689
1.0,22,445.304674
1.0,22,445.356912
1.0,22,445.411343
1.0,22,446.020697
1.0,22,446.082446
1.0,52,446.200466
1.0,48,446.317733
1.0,22,446.363866
1.0,22,446.41686
1.0,46,446.522418
1.0,22,446.571568
1.0,32,447.178256
1.0,53,447.29481
1.0,55,447.430399
-1.0,54,447.556748
1.0,44,447.661059
-1.0,23,448.22578
1.0,44,448.335533
-1.0,54,448.485329
1.0,22,448.553063
-1.0,40,448.663361
1.0,50,448.789058
1.0,22,448.837303
0.0,43,449.465012
1.0,24,449.522316
1.0,33,449.601765
1.0,29,449.667411
1.0,22,449.715271
1.0,31,449.784387
1.0,32,449.865587
1.0,34,449.939406
1.0,22,449.987773
-1.0,61,450.665083
1.0,53,450.78044
1.0,22,450.83343
1.0,57,450.967773
1.0,22,451.020276
-1.0,32,451.096701
-1.0,54,451.749297
1.0,22,451.80334
1.0,22,451.850607
1.0,32,451.917347
1.0,40,452.013834
1.0,22,452.064485
1.0,24,452.118848
1.0,24,452.173822
1.0,22,452.223395
1.0,22,452.786227
1.0,22,452.841441
1.0,22,452.894873
1.0,23,452.955259
1.0,23,453.008599
1.0,22,453.062991
1.0,22,453.116146
1.0,22,453.16767
1.0,22,453.219831
1.0,22,453.272283
1.0,24,453.330185
1.0,23,453.962433
1.0,22,454.014051
1.0,22,454.065434
1.0,22,454.113253
1.0,37,454.205722
1.0,22,454.265261
1.0,22,454.318759
1.0,22,454.373101
1.0,22,454.427343
1.0,22,454.485891
1.0,22,454.54108
1.0,23,455.18704
1.0,22,455.231085
1.0,22,455.282998
1.0,22,455.334747
1.0,24,455.395325
1.0,22,455.447713
1.0,22,455.502341
1.0,22,455.685484
1.0,22,455.739469
1.0,22,455.788732
1.0,24,455.848044
1.0,22,455.901484
1.0,22,456.457926
1.0,33,456.540461
1.0,22,456.598366
1.0,45,456.702492
1.0,22,456.750739
1.0,22,456.794325
1.0,32,456.877045
1.0,22,456.93605
1.0,22,456.990976
1.0,29,457.669602
1.0,22,457.724406
1.0,23,457.783216
1.0,22,457.833818
1.0,22,457.886716
1.0,22,457.937257
1.0,22,457.995615
1.0,22,458.062339
1.0,23,458.122241
1.0,23,458.184323
1.0,22,458.236828
1.0,22,458.803985
1.0,24,458.855083
1.0,24,458.922195
1.0,24,458.997908
1.0,24,459.070603
1.0,24,459.130148
1.0,24,459.191507
1.0,24,459.249176
1.0,24,459.305771
1.0,24,459.355536
1.0,24,459.418462
1.0,24,459.983927
1.0,24,460.045196
1.0,28,460.108389
1.0,28,460.173824
1.0,22,460.223973
1.0,24,460.278655
1.0,24,460.335788
1.0,22,460.380369
1.0,24,460.433961
1.0,28,460.492721
1.0,28,461.071681
1.0,24,461.131753
1.0,22,461.185775
1.0,24,461.236934
1.0,24,461.298781
1.0,24,461.352126
1.0,24,461.404302
1.0,24,461.458877
1.0,22,461.512655
1.0,24,461.574276
1.0,24,461.634151
1.0,22,462.206719
1.0,23,462.266648
1.0,24,462.324764
1.0,24,462.375253
1.0,24,462.4342
1.0,22,462.486269
1.0,23,462.546654
1.0,22,462.59301
1.0,22,462.640522
1.0,24,462.697554
1.0,24,462.752633
1.0,22,463.340957
1.0,38,463.426411
1.0,24,463.483176
1.0,37,463.562554
1.0,22,463.610327
1.0,53,463.732763
1.0,22,463.774736
-1.0,48,463.894661
1.0,60,464.617465
1.0,22,464.671674
1.0,22,464.725984
1.0,24,464.786074
1.0,22,464.840354
1.0,43,464.938833
1.0,24,464.992101
1.0,22,465.040183
1.0,22,465.09009
1.0,22,465.687791
1.0,42,465.789724
1.0,22,465.84413
1.0,24,465.906319
1.0,24,465.973241
1.0,22,466.028779
1.0,24,466.080786
1.0,22,466.134059
1.0,22,466.18464
1.0,24,466.243172
1.0,24,466.797318
1.0,24,466.854306
1.0,24,466.913551
1.0,23,466.969819
1.0,71,467.139331
1.0,38,467.232613
1.0,24,467.291671
1.0,24,467.351685
1.0,24,467.943681
1.0,24,468.006079
1.0,22,468.06461
1.0,24,468.12206
1.0,22,468.179583
1.0,24,468.233031
1.0,22,468.286557
1.0,24,468.357905
1.0,28,468.431224
1.0,28,468.513723
1.0,24,468.577296
1.0,31,469.175231
1.0,22,469.232339
1.0,24,469.289531
1.0,24,469.343175
1.0,24,469.419153
1.0,22,469.486627
1.0,22,469.549189
1.0,22,469.605946
1.0,22,469.660081
1.0,22,469.863246
1.0,24,469.924767
1.0,22,470.510327
1.0,22,470.555902
1.0,22,470.605728
1.0,22,470.651972
1.0,23,470.704459
1.0,22,470.753724
1.0,24,470.802307
1.0,22,470.856306
1.0,22,470.908883
1.0,22,470.962678
1.0,28,471.036409
1.0,22,471.632562
1.0,22,471.682788
1.0,24,471.739034
1.0,22,471.798422
1.0,44,471.905455
1.0,22,471.960326
1.0,22,472.00528
1.0,24,472.070718
1.0,22,472.125804
1.0,24,472.188749
1.0,22,472.777666
1.0,22,472.827341
1.0,22,472.872203
1.0,22,472.919942
1.0,22,472.966913
1.0,22,473.018198
1.0,24,473.075783
1.0,22,473.128778
1.0,24,473.181791
1.0,24,473.232208
1.0,22,473.288963
1.0,22,473.33933
1.0,22,473.945231
1.0,25,474.002361
1.0,23,474.061693
1.0,23,474.113734
1.0,23,474.167783
1.0,22,474.215454
1.0,22,474.269724
1.0,23,474.329379
1.0,22,474.388565
1.0,23,474.444142
1.0,22,474.497634
1.0,23,475.112003
1.0,22,475.159659
1.0,22,475.210167
1.0,22,475.263461
1.0,22,475.316303
1.0,22,475.369627
1.0,23,475.422126
1.0,22,475.470294
1.0,22,475.519341
1.0,22,475.573761
1.0,22,475.623929
1.0,22,476.199958
